event,white,black,result,whiteelo,blackelo,whiteratingdiff,blackratingdiff,opening
Rated Classical game,MFerreiraG,joko_mulyono,1-0,1674,1671,10.0,-11.0,Sicilian Defense
Rated Classical game,Ceslaus_Front,greend,1-0,1833,1801,10.0,-10.0,Sicilian Defense
Rated Classical game,gabriel410,kl695,0-1,1597,1419,-16.0,16.0,Ruy Lopez
Rated Classical game,capablancazz,virgilh20,1-0,1657,1604,9.0,-10.0,English Opening
Rated Classical game,baksin,gerlynt,1-0,1223,1227,15.0,-11.0,Bishop's Opening
Rated Classical game,CavalloBiricchino,kiev1219,0-1,1774,1793,-10.0,10.0,King's Gambit
Rated Classical game,Micraster,LEITMOTIV,1-0,1608,1477,7.0,-8.0,French Defense
Rated Classical game,MrTx,SlametSuwandi,1-0,1753,1741,10.0,-27.0,King's Indian Defense
Rated Classical game,PetersonReinan,diego1234512345-,0-1,1980,1986,-11.0,10.0,"Italian Game: Evans Gambit, Anderssen Variation"
Rated Classical game,Maroussia,ur2ez4me,1-0,1491,1690,17.0,-18.0,Sicilian Defense
Rated Classical game,War-Master,sergey_pestov,0-1,1706,1741,-10.0,10.0,Sicilian Defense: Smith-Morra Gambit
Rated Classical game,cinoechecs,immattdamon,0-1,1487,1336,-14.0,16.0,Blackmar-Diemer Gambit
Rated Classical game,mate-amargo,porkchop22,1-0,1574,1591,13.0,-11.0,French Defense
Rated Classical game,Plichess3,lsmkenpo,0-1,1595,1577,-12.0,14.0,Zukertort Opening
Rated Classical game,tranh,Fransalsa,0-1,1861,1895,-9.0,12.0,East Indian Defense
Rated Classical game,minoulechat,ilham87,0-1,1402,1343,-13.0,14.0,French Defense
Rated Classical game,salih1969,aguinaldo,0-1,1785,1784,-10.0,11.0,Italian Game
Rated Classical game,B-JAK,AlessandroFerrer,1-0,1396,1383,10.0,-10.0,Bishop's Opening: Ponziani Gambit
Rated Classical game,DNUM,samihayek,0-1,1670,1635,-14.0,12.0,Sicilian Defense
Rated Classical game,DRGRDN,Voro,1-0,1724,1604,7.0,-7.0,Sicilian Defense
Rated Classical game,MambaNegra37,pavonessa,1-0,1515,1471,10.0,-9.0,Scotch Game
Rated Classical game,adaoex,AlexashkaMax,0-1,1221,1205,-35.0,25.0,"Englund Gambit Declined, Reversed French"
Rated Classical game,DaisyRasco,ghazaly2002,0-1,1284,1374,-9.0,8.0,Van Geet Opening: Dunst-Perrenet Gambit
Rated Classical game,tenoch10,PinoVerde,1-0,1555,1502,9.0,-9.0,Italian Game
Rated Classical game,Klomnie,Noe1994,0-1,1068,1179,-8.0,8.0,King's Pawn Game
Rated Classical game,RajMahal8,dirkenn,0-1,1391,1535,-8.0,7.0,Tarrasch Defense
Rated Classical game,Rahman_Hadista,reynoldmackey,0-1,1857,1845,-11.0,11.0,Italian Game: Rousseau Gambit
Rated Classical game,Shellik,ParteMisto,1-0,1230,1111,7.0,-40.0,Philidor Defense
Rated Classical game,capaivan,AStrongFighter,1-0,1783,1799,11.0,-12.0,Queen's Pawn Game
Rated Classical game,FlippyT,carlosem18,1-0,1354,1288,9.0,-10.0,Italian Game: Schilling-Kostic Gambit
Rated Classical game,gladiator627,amradel,0-1,1006,1185,-6.0,5.0,Queen's Pawn Game
Rated Classical game,ghasemali,giodegirolamo,1-0,1405,1494,14.0,-13.0,Center Game
Rated Classical game,ZulkLov3r,cinthias,1-0,1237,1099,7.0,-7.0,King's Pawn Game
Rated Classical game,mehdimjl1366,armandosch1,1-0,1713,1664,9.0,-9.0,Philidor Defense
Rated Classical game,U_GOT_FLUSHED,chas_a,1-0,1332,1473,15.0,-15.0,English Opening
Rated Classical game,w3odonnell,prasadnadendla,1-0,1454,1396,9.0,-9.0,Scandinavian Defense
Rated Classical game,WinorLose,spiderz,1-0,1610,1580,10.0,-10.0,Horwitz Defense
Rated Classical game,astrophisic,sten-lee,0-1,1056,1188,-27.0,11.0,Italian Game
Rated Classical game,Pillo2017,diemerson1987,0-1,1650,1664,-10.0,11.0,Sicilian Defense
Rated Classical game,ThePhamtom,doALEXob,1-0,1527,1365,7.0,-8.0,Queen's Gambit
Rated Classical game,Ricardo10000,adinacknakalf,0-1,1792,1762,-12.0,12.0,King's Gambit Accepted
Rated Classical game,mikola1978,ctlive,1-0,1513,1507,10.0,-10.0,Sicilian Defense
Rated Classical game,uriho,reza32500,0-1,1571,1482,-20.0,14.0,Sicilian Defense
Rated Classical game,PawnSackedd,cudgel-proof,1-0,1433,1414,10.0,-10.0,Italian Game
Rated Classical game,burfino,kanoncollins,0-1,1150,1113,-22.0,13.0,English Defense
Rated Classical game,TeachMeHowToChess69,Russian_Rambo,0-1,1296,1394,-8.0,18.0,Four Knights Game
Rated Classical game,Dinosuarus,phimosis,1-0,1357,1193,7.0,-25.0,Bishop's Opening
Rated Classical game,Flynny,Thisisagambit,1-0,1553,1582,12.0,-26.0,Ruy Lopez
Rated Classical game,kl695,Romain44810,1-0,1435,1275,6.0,-6.0,Philidor Defense
Rated Classical game,enzoironman,wellingtonwja,1-0,1911,1728,6.0,-6.0,Horwitz Defense
Rated Classical game,Eredar,Phil_Leap,0-1,1704,1750,-10.0,9.0,Italian Game
Rated Classical game,SamFF,Huttetu,1-0,1723,1636,8.0,-9.0,Scandinavian Defense: Icelandic-Palme Gambit
Rated Classical game,LuizBr,hero38,1-0,1489,1445,10.0,-10.0,Ruy Lopez
Rated Classical game,p-wnattack,justaprawn,0-1,1895,1788,-14.0,14.0,Philidor Defense
Rated Classical game,morphy-us,saycry,1-0,1284,1308,12.0,-12.0,Four Knights Game
Rated Classical game,aguinaldo,salih1969,1-0,1795,1775,10.0,-10.0,Ruy Lopez
Rated Classical game,Bazyliszek,mariofaro,0-1,1620,1666,-9.0,10.0,"French Defense: Advance Variation, Milner-Barry Gambit"
Rated Classical game,docko23,ulysse51,0-1,1336,1416,-9.0,8.0,King's Indian Attack
Rated Classical game,elmasarcheck,Oliviro2,0-1,1274,1327,-9.0,11.0,Pirc Defense
Rated Classical game,souayahmustafa,MFigueiredo,0-1,1690,1665,-12.0,11.0,French Defense
Rated Classical game,PlugAndPlay,ganeshtsk,0-1,1761,1729,-12.0,12.0,Robatsch (Modern) Defense
Rated Classical game,stevenalvarez,Bekko,0-1,1498,1661,-6.0,6.0,Indian Game
Rated Classical game,obliquenoir,stiffdrink,1-0,1533,1560,12.0,-11.0,Latvian Gambit Accepted
Rated Classical game,Xpery,hendra_harefa,1-0,1673,1596,9.0,-8.0,Sicilian Defense
Rated Classical game,Omega76,Thiav,1-0,1644,1696,12.0,-12.0,Sicilian Defense
Rated Classical game,sirlethain,uriellaurito,0-1,1526,1470,-14.0,12.0,Ruy Lopez
Rated Classical game,rosy96,neighbours11,1-0,1252,1319,22.0,-13.0,Vienna Game
Rated Classical game,mkg_just4u,Marcus_Hide,1-0,1348,1341,11.0,-10.0,Scotch Game
Rated Classical game,PanchoMacho,PokeurFace,1-0,1547,1557,11.0,-12.0,Queen's Gambit Refused
Rated Classical game,yrathor,Enthusiast,1-0,1401,1568,17.0,-16.0,Queen's Pawn Game
Rated Classical game,mcsui,Mtse3546,1-0,1154,1144,10.0,-19.0,French Defense
Rated Classical game,Zorigoo,marcus-hu3,0-1,1085,1238,-7.0,17.0,French Defense
Rated Classical game,pauloS84,chrisesshedgess,1-0,1496,1544,12.0,-12.0,King's Pawn Game
Rated Classical game,Tambero,rom-vik,0-1,1685,1846,-6.0,6.0,French Defense
Rated Classical game,joel12310,Santiago1256,0-1,1466,1398,-13.0,17.0,Ruy Lopez
Rated Classical game,erkutharman,ABIMAEL2017,1-0,1480,1467,11.0,-11.0,Nimzowitsch Defense
Rated Classical game,Norco,chess306,1-0,1197,1351,15.0,-15.0,French Defense
Rated Classical game,Samb0,daimuadda19,0-1,1281,1305,-11.0,10.0,Kadas Opening
Rated Classical game,SAM681993,aafg,0-1,1649,1692,-10.0,9.0,Van't Kruijs Opening
Rated Classical game,eyekonik,Faulter,0-1,1192,1333,-6.0,6.0,Italian Game
Rated Classical game,tehovani,ElMASRY22,1-0,1362,1442,12.0,-15.0,King's Pawn Game
Rated Classical game,peb1,jlema2211,0-1,1557,1559,-31.0,10.0,Philidor Defense
Rated Classical game,freetjjtds,pauloS84,1-0,1481,1508,12.0,-11.0,French Defense
Rated Classical game,onecheckup,norczech,0-1,1815,1761,-12.0,13.0,English Opening
Rated Classical game,Knightgunner800,giotano,1-0,1649,1494,6.0,-7.0,Philidor Defense
Rated Classical game,Bel67,reallife,0-1,1655,1812,-7.0,7.0,"Alekhine Defense: Scandinavian Variation, Geschev Gambit"
Rated Classical game,Teuku,pawn_of_god,0-1,1652,1643,-21.0,10.0,Italian Game
Rated Classical game,alvhartoro,nichesse,1-0,1418,1406,10.0,-11.0,Van Geet Opening
Rated Classical game,amateur04,Mirvel,1-0,1575,1526,10.0,-9.0,Bishop's Opening
Rated Classical game,Jls1991,nickky,0-1,1654,1618,-13.0,11.0,Bishop's Opening
Rated Classical game,VikGer,lourelchess,0-1,1445,1343,-13.0,13.0,Italian Game
Rated Classical game,cipriand74,Lanciendu92,1-0,1550,1516,10.0,-10.0,Scandinavian Defense
Rated Classical game,chessmastertom,leobenevides,0-1,1129,1252,-7.0,7.0,King's Pawn Game
Rated Classical game,kaisersoze,CarlBauer,0-1,1687,1525,-15.0,18.0,Sicilian Defense
Rated Classical game,gerlynt,baksin,0-1,1216,1238,-11.0,13.0,King's Pawn Game: Busch-Gass Gambit
Rated Classical game,x0x0l,Maroussia,0-1,1557,1508,-13.0,13.0,Portuguese Opening
Rated Classical game,Olzhas18,labarreraman2,1-0,1305,1302,11.0,-11.0,Modern Defense
Rated Classical game,Immortalice,Hilarious2022,1-0,1472,1444,9.0,-10.0,Van't Kruijs Opening
Rated Classical game,GernisAzula2,leo29392,0-1,1736,1843,-7.0,8.0,Philidor Defense
Rated Classical game,wilsoncito,lucadix,1-0,1334,1238,8.0,-10.0,Russian Game: Urusov Gambit
Rated Classical game,NaderNabel,gegerka,1-0,1167,1016,7.0,-23.0,Sicilian Defense
Rated Classical game,ctlive,mikola1978,0-1,1497,1523,-10.0,10.0,Queen's Gambit Refused
Rated Classical game,Zielin,BEEZEMAN1,0-1,1547,1450,-13.0,13.0,Italian Game
Rated Classical game,kiev1219,OperationDoomsday,1-0,1803,1867,12.0,-12.0,Ruy Lopez
Rated Classical game,xn47z,Chihiro2403x,0-1,1508,1437,-13.0,14.0,English Opening
Rated Classical game,bigiggye,algomas,0-1,1756,1829,-9.0,10.0,English Opening
Rated Classical game,Harse86,ReedFlake,0-1,1332,1435,-8.0,8.0,Nimzowitsch Defense
Rated Classical game,buttcheekz,lehlohonolo,0-1,1331,1340,-21.0,12.0,King's Pawn Game
Rated Classical game,piterparker123,roberbnd,0-1,1520,1463,-11.0,48.0,English Opening
Rated Classical game,reza32500,uriho,0-1,1496,1551,-10.0,14.0,French Defense
Rated Classical game,HoboAladdin,Alifa,0-1,1261,1369,-8.0,7.0,Bird Opening
Rated Classical game,LButters,cnnfoxmsn1,0-1,1542,1504,-11.0,11.0,King's Pawn Game
Rated Classical game,Romain44810,toors,0-1,1269,1181,-14.0,13.0,French Defense
Rated Classical game,ryamo,cavipa,0-1,1617,1632,-10.0,10.0,Sicilian Defense
Rated Classical game,eldemonio,Anzujaamu,1-0,1691,1577,7.0,-8.0,French Defense
Rated Classical game,killjoy1234,oldchesspretender,1-0,1432,1485,13.0,-12.0,English Opening
Rated Classical game,uriellaurito,PawnSackedd,0-1,1482,1455,-11.0,11.0,Sicilian Defense
Rated Classical game,pauliskov,kinugasa,1-0,1761,1680,8.0,-47.0,Sicilian Defense
Rated Classical game,owechu,law3d2y,1-0,1357,1379,12.0,-12.0,Four Knights Game
Rated Classical game,rubensin,Rickishidash,1-0,1770,1818,13.0,-32.0,Scandinavian Defense
Rated Classical game,bongripper,Micky123,1-0,1757,1794,14.0,-12.0,French Defense
Rated Classical game,BoogieNights,barrabasmail,0-1,1676,1647,-14.0,11.0,Italian Game
Rated Classical game,Darkmanbat,chaoscontrol888,1-0,1337,1297,10.0,-10.0,French Defense
Rated Classical game,greend,Ceslaus_Front,1-0,1791,1843,12.0,-12.0,Ponziani Opening
Rated Classical game,Rahul241289,tema_bel,1-0,1336,1240,8.0,-8.0,Alekhine Defense
Rated Classical game,markvernfunk,KoGMike,0-1,1125,1288,-6.0,7.0,Hungarian Opening
Rated Classical game,anpera10,MiddleNameShane,0-1,1622,1581,-12.0,12.0,Four Knights Game
Rated Classical game,BJJFiend,vodnik645,0-1,1655,1585,-13.0,13.0,French Defense
Rated Classical game,cnnfoxmsn1,LButters,0-1,1515,1531,-10.0,10.0,Bishop's Opening
Rated Classical game,banco,dielektriko,1-0,1276,1381,14.0,-14.0,Van't Kruijs Opening
Rated Classical game,RODLAP_97,CTRR,0-1,1583,1640,-8.0,9.0,Philidor Defense
Rated Classical game,genghes,wilsoncito,0-1,1304,1342,-10.0,9.0,Scandinavian Defense
Rated Classical game,Ulau,propergestalt,1-0,1843,1909,12.0,-13.0,Slav Defense
Rated Classical game,hanibalbarka,DMarte7,0-1,1422,1325,-13.0,15.0,Modern Defense
Rated Classical game,lourelchess,VikGer,0-1,1356,1432,-8.0,8.0,King's Pawn Game
Rated Classical game,LimitlessTempo,gnomusmaximus,1-0,1452,1359,8.0,-8.0,Scotch Game
Rated Classical game,poisedThunder591,evandrojaguara,1-0,1391,1336,9.0,-9.0,Grob Opening
Rated Classical game,CSgod,Dreeg,0-1,1710,1660,-13.0,12.0,Borg Defense: Borg Gambit
Rated Classical game,mrowland,Khour19,1-0,1579,1617,12.0,-28.0,Scotch Game
Rated Classical game,PabloRemonta07,sirlethain,0-1,1545,1512,-12.0,13.0,Sicilian Defense
Rated Classical game,DTH117,tomservo,0-1,1829,1756,-12.0,13.0,Sicilian Defense
Rated Classical game,GuilhermeGwd,Peixoto96,0-1,1474,1448,-12.0,12.0,King's Pawn Game
Rated Classical game,John80,mag90,0-1,1211,1120,-14.0,15.0,Van't Kruijs Opening
Rated Classical game,Krisrov,FilipeDaves,0-1,1577,1457,-14.0,15.0,Caro-Kann Defense
Rated Classical game,Sogumadan,tenoch10,0-1,1660,1576,-20.0,13.0,Trompowsky Attack
Rated Classical game,majid509,ELRUCK,1-0,1548,1489,9.0,-9.0,King's Pawn Game
Rated Classical game,nsferraz,apalom1,1-0,1492,1522,11.0,-11.0,Italian Game
Rated Classical game,Bekita,pshep81,0-1,1203,1321,-10.0,8.0,Russian Game: Urusov Gambit
Rated Classical game,lynosbc,ParanoidThoughts,1-0,1306,1338,11.0,-12.0,Van't Kruijs Opening
Rated Classical game,Jpfarquitectura,jlwells,0-1,1334,1405,-9.0,8.0,Owen Defense
Rated Classical game,trapmax,MrGreen73,0-1,1763,1734,-12.0,11.0,Center Game
Rated Classical game,beniciochess,yrathor,1-0,1432,1418,10.0,-11.0,Ruy Lopez
Rated Classical game,Blique,samhari,1-0,1894,1982,13.0,-14.0,English Opening
Rated Classical game,Lil_Steve,Safwat-Samer,0-1,1036,1084,-29.0,9.0,Hungarian Opening
Rated Classical game,crashbunny,SkyRaven,0-1,1484,1488,-10.0,10.0,Rat Defense
Rated Classical game,LoD_WoLT,FranZan77,1-0,1377,1420,13.0,-11.0,Center Game
Rated Classical game,namata,AmrEmaad,1-0,1716,1606,7.0,-8.0,French Defense
Rated Classical game,ayylmaoo,Imperator0Furiosa,1-0,1210,1236,11.0,-11.0,Queen's Pawn Game
Rated Classical game,kent_west,B_Sharp,0-1,1427,1299,-14.0,24.0,Ruy Lopez
Rated Classical game,kucu017,chickenattack,0-1,1857,1856,-10.0,41.0,English Opening
Rated Classical game,leobenevides,mudarfm123,0-1,1248,1201,-12.0,13.0,King's Indian Attack
Rated Classical game,ParanoidThoughts,nikorm7,0-1,1326,1438,-7.0,11.0,Scandinavian Defense
Rated Classical game,Alimchik816,dtaco1,0-1,1432,1391,-12.0,12.0,Ruy Lopez
Rated Classical game,capt74,sevas4mvs,1-0,1411,1564,15.0,-15.0,Queen's Pawn Game
Rated Classical game,chessresearcher,bebepmelmel,1-0,1876,1843,9.0,-10.0,Sicilian Defense
Rated Classical game,franco19,Bob-Bob,1-0,1158,1151,10.0,-17.0,Nimzowitsch Defense
Rated Classical game,Levlev26,joshua129,1-0,1742,1754,11.0,-10.0,Slav Defense
Rated Classical game,SIiNAa,mladjo,1-0,1762,1846,13.0,-14.0,Italian Game
Rated Classical game,ilham87,ziogiuseppe,0-1,1357,1442,-9.0,8.0,Van't Kruijs Opening
Rated Classical game,classless,KOOLAIDS,1-0,1666,1712,12.0,-19.0,French Defense
Rated Classical game,toors,DED0009,1-0,1194,1048,7.0,-7.0,King's Pawn Opening
Rated Classical game,Camposf,LimitlessTempo,1-0,1408,1460,13.0,-12.0,Bishop's Opening
Rated Classical game,harimato,dmitry1978,1-0,1836,1844,11.0,-10.0,Horwitz Defense
Rated Classical game,invitado79,laureo,0-1,1692,1722,-9.0,9.0,Pirc Defense
Rated Classical game,naywunna,blazo,0-1,1160,1153,-38.0,10.0,English Opening
Rated Classical game,Majidjun,ugopompeo,1-0,1758,1804,12.0,-11.0,Modern Defense
Rated Classical game,Eddie_2208,AmesBrock,0-1,1634,1674,-9.0,9.0,French Defense
Rated Classical game,souredrum,Fili1981,0-1,1748,1818,-8.0,8.0,King's Knight Opening
Rated Classical game,considid,Poodiewho,1-0,1621,1425,5.0,-6.0,Sicilian Defense
Rated Classical game,labarreraman2,Olzhas18,1-0,1291,1316,12.0,-12.0,Reti Opening
Rated Classical game,Fransalsa,tranh,1-0,1907,1852,11.0,-8.0,Owen Defense
Rated Classical game,FraMiro,mecheng2323,0-1,1428,1396,-11.0,12.0,Ponziani Opening
Rated Classical game,clev,sagaofmalaria,0-1,1192,1253,-12.0,9.0,King's Pawn Game
Rated Classical game,tanguy_chess,dmuino,1-0,1586,1588,10.0,-38.0,Latvian Gambit
Rated Classical game,mecfvm,BaEnki,0-1,1836,1839,-10.0,10.0,Hippopotamus Defense
Rated Classical game,omarposada71,xT2M,0-1,1467,1325,-16.0,24.0,Sicilian Defense
Rated Classical game,ghoti,diogop,0-1,1392,1427,-9.0,10.0,Horwitz Defense
Rated Classical game,siltru28,catatadoabr,0-1,1810,1800,-10.0,42.0,Sicilian Defense
Rated Classical game,RBernardo,jiu-chess,0-1,1708,1713,-10.0,10.0,Sicilian Defense
Rated Classical game,Bernardo2,MShari,0-1,1267,1185,-13.0,13.0,King's Pawn Game
Rated Classical game,nzic,Immortalice,1-0,1381,1481,13.0,-13.0,Sicilian Defense
Rated Classical game,sousa57,DNArtreb,0-1,1174,1220,-10.0,9.0,Scandinavian Defense
Rated Classical game,Juliancito_1024,chris1980,0-1,1503,1507,-10.0,11.0,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted"
Rated Classical game,mrhesham75,ThePhamtom,1-0,1617,1523,8.0,-9.0,French Defense
Rated Classical game,mbalane,sithlich,1-0,1739,1790,12.0,-13.0,Bishop's Opening
Rated Classical game,BUGGHE,erkutharman,0-1,1399,1491,-8.0,9.0,Italian Game: Schilling-Kostic Gambit
Rated Classical game,Peixoto96,GuilhermeGwd,0-1,1460,1462,-11.0,11.0,Bishop's Opening
Rated Classical game,ruslan1324,bre10chess,0-1,1451,1605,-7.0,7.0,Ruy Lopez
Rated Classical game,SantosTB,mandragoras,1-0,1699,1730,12.0,-12.0,Queen's Gambit Accepted
Rated Classical game,brade,gvs,1-0,1331,1255,8.0,-9.0,Sicilian Defense
Rated Classical game,DukeNukem3688,LepraCreaper,0-1,1044,1210,-8.0,6.0,Horwitz Defense
Rated Classical game,navid777,sandrusa123,1-0,1709,1691,11.0,-10.0,"King's Gambit Accepted, King's Knight Gambit"
Rated Classical game,Phil_Leap,GiantKiller15,1-0,1759,1786,11.0,-13.0,Russian Game: Urusov Gambit
Rated Classical game,hasl3r,mememe3x3x3,1-0,1492,1529,12.0,-12.0,"King's Gambit Declined, Queen's Knight Defense"
Rated Classical game,catatadoabr,siltru28,1-0,1842,1800,32.0,-9.0,Ruy Lopez
Rated Classical game,tkodzokov,TheNagsHead,0-1,1345,1303,-12.0,12.0,Petrov
Rated Classical game,klement123,lucasmattosrs,1-0,1728,1675,10.0,-10.0,Pirc Defense
Rated Classical game,GenericBadPlayerNum1,mecfvm,1-0,1814,1826,21.0,-11.0,King's Gambit Accepted: King Knight's Gambit
Rated Classical game,marinho1967,nsferraz,1-0,1559,1503,8.0,-9.0,Queen's Pawn Game
Rated Classical game,kani501,GrapesOfWrath,0-1,1308,1340,-10.0,10.0,Queen's Gambit Accepted
Rated Classical game,jucarufo07,yedoman,0-1,1373,1362,-11.0,10.0,Sicilian Defense
Rated Classical game,Shadie54,DTH117,0-1,1808,1817,-11.0,10.0,Sicilian Defense: Smith-Morra Gambit
Rated Classical game,MrGreen73,y_alrooby,1-0,1745,1814,12.0,-13.0,French Defense
Rated Classical game,mrfest1va188,shadowfaxx,1-0,1480,1521,12.0,-12.0,Italian Game
Rated Classical game,yuu-p,UndereZtimate,1-0,1395,1367,13.0,-10.0,Queen's Pawn Game
Rated Classical game,kingbenjie,jrsc,0-1,1835,1993,-6.0,6.0,Queen's Gambit Declined
Rated Classical game,fcorzo,vadim123,1-0,1410,1585,17.0,-19.0,Modern Defense
Rated Classical game,Oriffa,BeLucid,1-0,1647,1636,12.0,-10.0,King's Pawn Game
Rated Classical game,Poklaknii,derwos2,0-1,1581,1541,-12.0,12.0,Sicilian Defense
Rated Classical game,konstantin_13,Wild_Bandersnatch,0-1,1549,1539,-12.0,11.0,Scandinavian Defense
Rated Classical game,dmuino,WinorLose,1-0,1550,1620,41.0,-12.0,Scandinavian Defense
Rated Classical game,BaEnki,seyedsajadi,1-0,1849,1758,8.0,-8.0,Amar Opening
Rated Classical game,Dragoneau,SantiagoClash,0-1,1528,1607,-11.0,25.0,Sicilian Defense
Rated Classical game,hidwidu,MrTx,1-0,1846,1749,7.0,-7.0,Sicilian Defense
Rated Classical game,ANONIMHOUS111,hanibalbarka,0-1,1399,1409,-10.0,10.0,Queen's Pawn Game
Rated Classical game,RyanM,Budart,1-0,1852,1814,9.0,-10.0,French Defense
Rated Classical game,DinooNi,Amareen,0-1,1557,1572,-10.0,10.0,Sicilian Defense
Rated Classical game,amradel,jolaK,0-1,1190,1251,-9.0,8.0,King's Pawn Game
Rated Classical game,Greta_Oto,Rivateixeira,0-1,1242,1408,-6.0,6.0,Vienna Game
Rated Classical game,SuperMercado,ba2set,1-0,1621,1735,16.0,-13.0,King's Pawn Game
Rated Classical game,Morpheus2013,Raul_Med,1-0,1734,1749,13.0,-11.0,Ruy Lopez
Rated Classical game,narcotx,cleidson66,0-1,1326,1403,-8.0,8.0,Sicilian Defense: Smith-Morra Gambit
Rated Classical game,Gunvirtakkar,ra4o,1-0,1354,1427,14.0,-13.0,Italian Game
Rated Classical game,ABIMAEL2017,Moonshield,0-1,1456,1410,-12.0,13.0,Van't Kruijs Opening
Rated Classical game,Damarin86,casapa,1-0,1522,1520,11.0,-11.0,Scandinavian Defense
Rated Classical game,francisfrancis,ikhin,0-1,1714,1729,-28.0,10.0,Queen's Pawn Game
Rated Classical game,DiaboVelho,miu_d1,0-1,1333,1305,-11.0,12.0,Scotch Game
Rated Classical game,Dianacolombia,PIOTRPIOTR,1-0,1463,1315,49.0,-29.0,Three Knights Opening
Rated Classical game,yuvarajsurendar,DshAP139,1-0,1535,1418,7.0,-25.0,Van't Kruijs Opening
Rated Classical game,RADIO_GLEB,nano22,1-0,1573,1512,9.0,-9.0,Rat Defense
Rated Classical game,Gut0,Michalich,1-0,1976,1905,9.0,-9.0,Blackmar-Diemer Gambit
Rated Classical game,kejuchenshi,garlopa,1-0,1528,1468,9.0,-8.0,Queen's Pawn Game
Rated Classical game,Dimo1,Privateer,1-0,1535,1489,9.0,-9.0,Sicilian Defense
Rated Classical game,Regina1962v,DuckNebulizer,1-0,1881,1695,6.0,-6.0,Elephant Gambit
Rated Classical game,TomazP,emanuelnuma,1-0,1803,1808,11.0,-18.0,Queen's Pawn Game
Rated Classical game,Daarkes,lynosbc,1-0,1333,1310,10.0,-10.0,Philidor Defense
Rated Classical game,OBISTAR,Dmitry1980,0-1,1728,1859,-7.0,7.0,London System
Rated Classical game,chessdude33,xX_Chess_Un1t_Xx,0-1,1508,1423,-14.0,13.0,Sicilian Defense
Rated Classical game,Nzuzo7,helmaoglu17,1-0,1548,1599,14.0,-13.0,Petrov
Rated Classical game,rpietsch,chessresearcher,1-0,1892,1885,10.0,-10.0,French Defense
Rated Classical game,atakana,burkihard,1-0,1559,1493,10.0,-9.0,Bird Opening
Rated Classical game,ledzeppeman,wolpet,0-1,1736,1824,-8.0,8.0,Bishop's Opening: Warsaw Gambit
